x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,lAbel,label
0.0,0.0,0.483871,0.205479,0.854839,0.643836,0.983871,1.041096,1.112903,1.342466,0.532258,1.0,0.612903,1.219178,0.516129,0.917808,0.435484,0.643836,0.193548,1.013699,0.274194,1.260274,0.193548,0.863014,0.16129,0.547945,-0.129032,1.0,-0.048387,1.232877,-0.064516,0.835616,-0.048387,0.520548,-0.467742,0.945205,-0.370968,1.164384,-0.322581,0.876712,-0.290323,0.657534,A,
0.0,0.0,0.509434,0.184615,0.886792,0.646154,0.943396,1.076923,1.09434,1.384615,0.528302,1.0,0.54717,1.215385,0.45283,0.892308,0.396226,0.615385,0.169811,1.0,0.207547,1.230769,0.150943,0.846154,0.132075,0.553846,-0.150943,0.969231,-0.132075,1.2,-0.113208,0.830769,-0.09434,0.538462,-0.471698,0.892308,-0.433962,1.138462,-0.377358,0.876923,-0.339623,0.646154,A,
0.0,0.0,0.481481,0.161765,0.814815,0.632353,0.833333,1.058824,0.962963,1.382353,0.444444,1.0,0.425926,1.176471,0.37037,0.852941,0.333333,0.573529,0.092593,0.985294,0.074074,1.161765,0.055556,0.764706,0.074074,0.485294,-0.222222,0.926471,-0.259259,1.132353,-0.222222,0.735294,-0.166667,0.470588,-0.555556,0.838235,-0.555556,1.029412,-0.481481,0.75,-0.407407,0.529412,A,
0.0,0.0,0.490909,0.181818,0.818182,0.651515,0.836364,1.090909,0.963636,1.409091,0.472727,1.0,0.454545,1.212121,0.4,0.878788,0.363636,0.606061,0.109091,0.984848,0.109091,1.19697,0.090909,0.787879,0.109091,0.515152,-0.2,0.939394,-0.218182,1.151515,-0.181818,0.757576,-0.127273,0.484848,-0.527273,0.848485,-0.527273,1.060606,-0.436364,0.772727,-0.363636,0.545455,A,
0.0,0.0,0.481481,0.208955,0.814815,0.686567,0.851852,1.119403,0.981481,1.432836,0.444444,1.0,0.425926,1.19403,0.388889,0.850746,0.37037,0.58209,0.074074,0.985075,0.092593,1.19403,0.092593,0.776119,0.092593,0.492537,-0.240741,0.925373,-0.240741,1.149254,-0.185185,0.746269,-0.148148,0.462687,-0.555556,0.835821,-0.537037,1.059701,-0.462963,0.761194,-0.388889,0.537313,A,
0.0,0.0,0.490909,0.149254,0.836364,0.61194,0.872727,1.044776,0.981818,1.373134,0.472727,1.0,0.472727,1.179104,0.418182,0.850746,0.381818,0.567164,0.109091,0.985075,0.109091,1.164179,0.090909,0.761194,0.109091,0.462687,-0.218182,0.925373,-0.218182,1.119403,-0.181818,0.716418,-0.127273,0.432836,-0.527273,0.835821,-0.509091,1.044776,-0.436364,0.761194,-0.381818,0.522388,A,
0.0,0.0,0.490566,0.190476,0.849057,0.650794,0.886792,1.063492,1.0,1.380952,0.509434,1.0,0.509434,1.222222,0.433962,0.888889,0.396226,0.587302,0.150943,1.015873,0.169811,1.238095,0.132075,0.857143,0.132075,0.539683,-0.169811,0.984127,-0.169811,1.190476,-0.150943,0.793651,-0.113208,0.507937,-0.490566,0.904762,-0.45283,1.126984,-0.396226,0.84127,-0.358491,0.603175,A,
0.0,0.0,0.480769,0.171875,0.865385,0.625,0.961538,1.015625,1.057692,1.328125,0.519231,1.0,0.538462,1.1875,0.461538,0.875,0.403846,0.625,0.153846,0.984375,0.173077,1.1875,0.153846,0.8125,0.134615,0.546875,-0.153846,0.9375,-0.173077,1.140625,-0.115385,0.78125,-0.076923,0.515625,-0.480769,0.859375,-0.461538,1.046875,-0.365385,0.78125,-0.307692,0.5625,A,
0.0,0.0,0.490566,0.184615,0.849057,0.646154,0.962264,1.061538,1.075472,1.353846,0.45283,1.0,0.490566,1.184615,0.433962,0.846154,0.396226,0.584615,0.113208,1.0,0.150943,1.184615,0.132075,0.784615,0.132075,0.507692,-0.226415,0.953846,-0.188679,1.138462,-0.150943,0.753846,-0.113208,0.476923,-0.54717,0.876923,-0.471698,1.061538,-0.415094,0.753846,-0.377358,0.538462,A,
0.0,0.0,0.490566,0.1875,0.849057,0.640625,0.90566,1.078125,1.037736,1.390625,0.528302,1.0,0.528302,1.21875,0.471698,0.875,0.433962,0.59375,0.169811,1.0,0.169811,1.203125,0.132075,0.796875,0.132075,0.515625,-0.150943,0.96875,-0.169811,1.15625,-0.150943,0.765625,-0.09434,0.5,-0.471698,0.875,-0.471698,1.09375,-0.415094,0.78125,-0.358491,0.5625,A,
0.0,0.0,0.4375,0.16,0.854167,0.56,1.020833,0.96,1.104167,1.26,0.604167,1.0,0.583333,1.24,0.5,1.02,0.458333,0.76,0.270833,1.04,0.291667,1.26,0.229167,0.86,0.208333,0.54,-0.0625,1.0,-0.083333,1.22,-0.083333,0.82,-0.0625,0.52,-0.395833,0.92,-0.375,1.14,-0.333333,0.82,-0.291667,0.58,A,
0.0,0.0,0.522727,0.230769,0.931818,0.634615,1.113636,1.0,1.272727,1.288462,0.636364,1.0,0.704545,1.211538,0.636364,0.942308,0.568182,0.653846,0.295455,1.038462,0.340909,1.230769,0.318182,0.884615,0.295455,0.576923,-0.022727,1.019231,-0.022727,1.192308,0.0,0.846154,0.022727,0.557692,-0.363636,0.942308,-0.318182,1.134615,-0.272727,0.846154,-0.25,0.615385,A,
0.0,0.0,0.509804,0.233333,0.862745,0.683333,0.901961,1.1,1.019608,1.416667,0.509804,1.0,0.529412,1.266667,0.431373,0.933333,0.392157,0.65,0.156863,0.983333,0.137255,1.25,0.117647,0.866667,0.137255,0.583333,-0.156863,0.933333,-0.196078,1.2,-0.156863,0.816667,-0.098039,0.55,-0.490196,0.833333,-0.490196,1.083333,-0.411765,0.8,-0.352941,0.583333,A,
0.0,0.0,0.489796,0.229508,0.857143,0.688525,0.897959,1.114754,1.0,1.42623,0.44898,1.0,0.44898,1.262295,0.387755,0.934426,0.367347,0.655738,0.081633,0.983607,0.061224,1.245902,0.061224,0.836066,0.081633,0.557377,-0.244898,0.918033,-0.285714,1.163934,-0.22449,0.786885,-0.163265,0.540984,-0.55102,0.803279,-0.591837,1.04918,-0.510204,0.770492,-0.428571,0.57377,A,
0.0,0.0,0.446809,0.055556,0.851064,0.407407,1.0,0.777778,1.12766,1.037037,0.617021,1.0,0.553191,1.12963,0.468085,0.777778,0.425532,0.518519,0.255319,1.055556,0.170213,1.148148,0.106383,0.740741,0.12766,0.444444,-0.085106,1.037037,-0.170213,1.074074,-0.170213,0.703704,-0.12766,0.425926,-0.382979,0.962963,-0.446809,1.037037,-0.425532,0.759259,-0.361702,0.555556,A,
0.0,0.0,0.469388,0.257576,0.77551,0.727273,0.836735,1.121212,1.020408,1.393939,0.408163,1.0,0.346939,1.242424,0.265306,0.954545,0.204082,0.681818,0.061224,0.984848,0.0,1.212121,-0.081633,0.848485,-0.081633,0.575758,-0.285714,0.939394,-0.326531,1.166667,-0.346939,0.833333,-0.306122,0.575758,-0.591837,0.878788,-0.632653,1.121212,-0.591837,0.909091,-0.530612,0.712121,A,
0.0,0.0,0.423077,0.253731,0.673077,0.761194,0.673077,1.149254,0.807692,1.432836,0.269231,1.0,0.230769,1.208955,0.173077,0.880597,0.153846,0.61194,-0.076923,0.940299,-0.134615,1.164179,-0.134615,0.776119,-0.076923,0.477612,-0.403846,0.880597,-0.461538,1.059701,-0.403846,0.701493,-0.307692,0.41791,-0.730769,0.776119,-0.75,1.0,-0.653846,0.776119,-0.557692,0.567164,A,
0.0,0.0,0.431373,0.26087,0.705882,0.753623,0.686275,1.144928,0.803922,1.434783,0.27451,1.0,0.196078,1.188406,0.196078,0.869565,0.196078,0.594203,-0.078431,0.942029,-0.176471,1.130435,-0.117647,0.753623,-0.039216,0.463768,-0.411765,0.869565,-0.490196,1.043478,-0.392157,0.681159,-0.27451,0.42029,-0.72549,0.768116,-0.784314,0.985507,-0.686275,0.753623,-0.568627,0.565217,A,
0.0,0.0,0.442308,0.264706,0.673077,0.764706,0.653846,1.161765,0.769231,1.441176,0.288462,1.0,0.25,1.205882,0.173077,0.897059,0.134615,0.632353,-0.057692,0.941176,-0.115385,1.147059,-0.115385,0.779412,-0.076923,0.5,-0.384615,0.867647,-0.442308,1.073529,-0.365385,0.735294,-0.288462,0.455882,-0.711538,0.779412,-0.75,1.014706,-0.653846,0.794118,-0.557692,0.602941,A,
0.0,0.0,0.431373,0.257143,0.686275,0.742857,0.666667,1.128571,0.784314,1.4,0.254902,1.0,0.235294,1.171429,0.196078,0.871429,0.196078,0.6,-0.098039,0.957143,-0.117647,1.114286,-0.098039,0.757143,-0.058824,0.485714,-0.411765,0.885714,-0.45098,1.042857,-0.372549,0.7,-0.294118,0.428571,-0.745098,0.785714,-0.745098,0.985714,-0.627451,0.742857,-0.529412,0.528571,A,
0.0,0.0,0.442308,0.26087,0.692308,0.753623,0.692308,1.144928,0.807692,1.434783,0.288462,1.0,0.25,1.173913,0.211538,0.869565,0.192308,0.608696,-0.076923,0.956522,-0.096154,1.130435,-0.096154,0.753623,-0.038462,0.478261,-0.403846,0.869565,-0.423077,1.057971,-0.365385,0.695652,-0.269231,0.42029,-0.711538,0.782609,-0.730769,0.971014,-0.634615,0.724638,-0.519231,0.521739,A,
0.0,0.0,0.42,0.238806,0.74,0.701493,0.76,1.104478,0.88,1.402985,0.32,1.0,0.2,1.134328,0.14,0.80597,0.16,0.552239,-0.04,0.970149,-0.2,1.089552,-0.18,0.716418,-0.1,0.447761,-0.38,0.925373,-0.52,1.014925,-0.44,0.656716,-0.32,0.41791,-0.68,0.850746,-0.78,0.985075,-0.7,0.731343,-0.56,0.522388,A,
0.0,0.0,0.458333,0.245902,0.729167,0.704918,0.75,1.114754,0.916667,1.409836,0.291667,1.0,0.3125,1.147541,0.270833,0.819672,0.229167,0.557377,-0.083333,0.967213,-0.041667,1.131148,-0.041667,0.737705,-0.041667,0.459016,-0.395833,0.918033,-0.375,1.065574,-0.3125,0.704918,-0.270833,0.42623,-0.708333,0.819672,-0.6875,1.016393,-0.583333,0.754098,-0.520833,0.540984,A,
0.0,0.0,0.442308,0.234375,0.692308,0.734375,0.692308,1.15625,0.826923,1.453125,0.269231,1.0,0.269231,1.140625,0.269231,0.8125,0.25,0.53125,-0.096154,0.953125,-0.076923,1.109375,-0.038462,0.71875,0.0,0.4375,-0.423077,0.890625,-0.403846,1.03125,-0.307692,0.65625,-0.25,0.390625,-0.730769,0.78125,-0.692308,0.984375,-0.576923,0.71875,-0.5,0.515625,A,
0.0,0.0,0.456522,0.265625,0.717391,0.703125,0.73913,1.078125,0.847826,1.34375,0.282609,1.0,0.304348,1.109375,0.282609,0.78125,0.282609,0.578125,-0.086957,1.0,-0.086957,1.046875,-0.043478,0.71875,0.021739,0.53125,-0.413043,0.96875,-0.413043,0.984375,-0.326087,0.6875,-0.23913,0.515625,-0.717391,0.890625,-0.717391,0.9375,-0.630435,0.703125,-0.521739,0.578125,A,
0.0,0.0,0.517241,0.27907,0.827586,0.72093,0.931034,1.069767,1.137931,1.325581,0.344828,1.0,0.448276,1.186047,0.448276,0.860465,0.448276,0.744186,0.034483,0.976744,0.103448,1.162791,0.137931,0.813953,0.137931,0.697674,-0.275862,0.930233,-0.275862,1.139535,-0.206897,0.813953,-0.172414,0.674419,-0.655172,0.860465,-0.655172,1.046512,-0.551724,0.813953,-0.517241,0.674419,A,
0.0,0.0,0.428571,0.222222,0.714286,0.688889,0.771429,1.088889,0.914286,1.377778,0.285714,1.0,0.257143,1.155556,0.257143,0.822222,0.257143,0.577778,-0.085714,0.955556,-0.114286,1.111111,-0.085714,0.733333,-0.028571,0.488889,-0.428571,0.888889,-0.457143,1.022222,-0.342857,0.688889,-0.257143,0.444444,-0.714286,0.8,-0.714286,0.955556,-0.6,0.711111,-0.514286,0.511111,A,
0.0,0.0,0.470588,0.255319,0.735294,0.702128,0.764706,1.085106,0.941176,1.340426,0.264706,1.0,0.264706,1.12766,0.264706,0.829787,0.235294,0.553191,-0.088235,0.957447,-0.088235,1.106383,-0.058824,0.744681,-0.029412,0.468085,-0.441176,0.914894,-0.411765,1.021277,-0.352941,0.702128,-0.294118,0.446809,-0.735294,0.829787,-0.735294,0.957447,-0.617647,0.723404,-0.558824,0.531915,A,
0.0,0.0,0.470588,0.244898,0.735294,0.673469,0.823529,1.040816,1.029412,1.285714,0.323529,1.0,0.352941,1.081633,0.323529,0.795918,0.294118,0.55102,-0.029412,0.979592,-0.029412,1.040816,0.0,0.714286,0.029412,0.489796,-0.382353,0.918367,-0.382353,0.959184,-0.294118,0.673469,-0.235294,0.469388,-0.676471,0.836735,-0.676471,0.918367,-0.588235,0.693878,-0.5,0.530612,A,
0.0,0.0,0.416667,0.222222,0.694444,0.711111,0.75,1.133333,0.916667,1.422222,0.277778,1.0,0.277778,1.155556,0.25,0.8,0.25,0.555556,-0.083333,0.977778,-0.111111,1.111111,-0.055556,0.711111,-0.027778,0.466667,-0.416667,0.911111,-0.444444,1.044444,-0.361111,0.666667,-0.277778,0.444444,-0.722222,0.8,-0.75,0.977778,-0.638889,0.711111,-0.555556,0.511111,A,
0.0,0.0,0.444444,0.244898,0.722222,0.714286,0.805556,1.102041,1.0,1.367347,0.361111,1.0,0.305556,1.142857,0.277778,0.816327,0.277778,0.591837,0.0,0.979592,-0.083333,1.102041,-0.055556,0.714286,0.0,0.469388,-0.333333,0.938776,-0.416667,1.020408,-0.333333,0.673469,-0.25,0.44898,-0.638889,0.836735,-0.694444,0.959184,-0.583333,0.693878,-0.472222,0.530612,A,
0.0,0.0,0.457143,0.244898,0.714286,0.693878,0.771429,1.061224,0.942857,1.326531,0.285714,1.0,0.285714,1.081633,0.257143,0.77551,0.257143,0.530612,-0.085714,0.979592,-0.114286,1.040816,-0.085714,0.693878,0.0,0.44898,-0.4,0.897959,-0.457143,0.959184,-0.371429,0.632653,-0.257143,0.408163,-0.714286,0.816327,-0.742857,0.897959,-0.628571,0.632653,-0.514286,0.469388,A,
0.0,0.0,0.457143,0.25,0.742857,0.75,0.8,1.204545,1.0,1.5,0.285714,1.0,0.285714,1.204545,0.314286,0.954545,0.342857,0.795455,-0.085714,0.977273,-0.057143,1.159091,0.0,0.863636,0.057143,0.659091,-0.428571,0.931818,-0.428571,1.090909,-0.314286,0.818182,-0.228571,0.636364,-0.714286,0.863636,-0.714286,1.045455,-0.6,0.818182,-0.542857,0.659091,A,
0.0,0.0,-0.530303,0.25,-0.909091,0.670455,-1.151515,0.977273,-1.454545,1.136364,-0.575758,1.0,-0.666667,1.306818,-0.712121,1.125,-0.727273,0.886364,-0.257576,1.011364,-0.333333,1.306818,-0.424242,1.045455,-0.454545,0.772727,0.060606,1.0,0.015152,1.284091,-0.136364,1.034091,-0.181818,0.784091,0.424242,0.943182,0.393939,1.215909,0.242424,1.090909,0.136364,0.931818,A,
0.0,0.0,-0.447761,0.381818,-0.746269,1.054545,-0.835821,1.654545,-0.835821,2.127273,-0.761194,1.0,-0.716418,1.654545,-0.61194,2.054545,-0.507463,2.309091,-0.462687,0.909091,-0.38806,1.618182,-0.268657,1.981818,-0.179104,2.254545,-0.119403,0.836364,-0.059701,1.563636,0.044776,1.909091,0.104478,2.127273,0.238806,0.781818,0.253731,1.418182,0.328358,1.690909,0.373134,1.872727,A,
0.0,0.0,-0.554054,0.25,-0.851351,0.684783,-0.932432,1.043478,-1.148649,1.206522,-0.540541,1.0,-0.581081,1.293478,-0.567568,1.043478,-0.554054,0.76087,-0.216216,1.0,-0.256757,1.315217,-0.283784,0.967391,-0.283784,0.652174,0.121622,0.956522,0.067568,1.282609,-0.013514,0.923913,-0.054054,0.608696,0.459459,0.880435,0.378378,1.152174,0.27027,0.913043,0.22973,0.684783,A,
0.0,0.0,-0.539474,0.241758,-0.881579,0.648352,-1.052632,1.010989,-1.302632,1.208791,-0.631579,1.0,-0.671053,1.296703,-0.618421,1.021978,-0.565789,0.747253,-0.302632,1.021978,-0.342105,1.318681,-0.315789,0.945055,-0.315789,0.626374,0.026316,0.989011,0.0,1.307692,-0.052632,0.945055,-0.078947,0.626374,0.368421,0.934066,0.315789,1.197802,0.236842,0.967033,0.184211,0.736264,A,
0.0,0.0,-0.552632,0.233333,-0.921053,0.644444,-1.078947,1.011111,-1.328947,1.222222,-0.671053,1.0,-0.723684,1.288889,-0.644737,1.022222,-0.565789,0.755556,-0.342105,1.022222,-0.381579,1.322222,-0.342105,0.955556,-0.315789,0.633333,0.0,1.0,-0.039474,1.311111,-0.078947,0.933333,-0.105263,0.611111,0.328947,0.944444,0.289474,1.211111,0.223684,0.955556,0.171053,0.722222,A,
0.0,0.0,-0.512821,0.272727,-0.794872,0.686869,-0.923077,1.030303,-1.141026,1.252525,-0.538462,1.0,-0.525641,1.262626,-0.512821,0.989899,-0.5,0.737374,-0.205128,0.989899,-0.179487,1.252525,-0.205128,0.89899,-0.24359,0.59596,0.141026,0.939394,0.153846,1.212121,0.064103,0.868687,-0.012821,0.575758,0.461538,0.858586,0.461538,1.080808,0.346154,0.848485,0.269231,0.646465,A,
0.0,0.0,-0.486842,0.288288,-0.75,0.747748,-0.828947,1.099099,-1.026316,1.324324,-0.342105,1.0,-0.289474,1.234234,-0.289474,0.963964,-0.302632,0.711712,0.013158,0.945946,0.118421,1.18018,0.039474,0.846847,-0.026316,0.567568,0.355263,0.855856,0.473684,1.099099,0.328947,0.792793,0.210526,0.531532,0.657895,0.738739,0.776316,0.972973,0.631579,0.756757,0.5,0.54955,A,
0.0,0.0,-0.487805,0.284404,-0.768293,0.724771,-0.865854,1.082569,-1.060976,1.302752,-0.439024,1.0,-0.402439,1.238532,-0.378049,0.963303,-0.365854,0.688073,-0.085366,0.963303,-0.02439,1.201835,-0.060976,0.853211,-0.121951,0.541284,0.243902,0.899083,0.317073,1.146789,0.207317,0.816514,0.109756,0.522936,0.560976,0.798165,0.609756,1.027523,0.487805,0.807339,0.365854,0.59633,A,
0.0,0.0,-0.506024,0.273585,-0.783133,0.716981,-0.879518,1.075472,-1.048193,1.311321,-0.481928,1.0,-0.46988,1.264151,-0.457831,0.971698,-0.457831,0.698113,-0.13253,0.981132,-0.108434,1.235849,-0.13253,0.877358,-0.180723,0.566038,0.204819,0.915094,0.228916,1.160377,0.144578,0.811321,0.048193,0.518868,0.518072,0.820755,0.53012,1.056604,0.433735,0.820755,0.337349,0.613208,A,
0.0,0.0,-0.46988,0.234694,-0.819277,0.663265,-1.012048,1.020408,-1.253012,1.234694,-0.590361,1.0,-0.590361,1.255102,-0.481928,0.94898,-0.433735,0.673469,-0.240964,1.010204,-0.228916,1.265306,-0.180723,0.887755,-0.180723,0.561224,0.096386,0.969388,0.120482,1.234694,0.084337,0.867347,0.036145,0.55102,0.409639,0.908163,0.421687,1.142857,0.349398,0.887755,0.26506,0.663265,A,
0.0,0.0,-0.530612,0.208696,-0.897959,0.626087,-1.061224,0.973913,-1.27551,1.191304,-0.653061,1.0,-0.704082,1.252174,-0.642857,0.973913,-0.591837,0.678261,-0.326531,1.017391,-0.387755,1.286957,-0.346939,0.913043,-0.316327,0.573913,0.010204,1.0,-0.061224,1.278261,-0.081633,0.895652,-0.102041,0.556522,0.346939,0.93913,0.255102,1.182609,0.173469,0.913043,0.132653,0.652174,A,
0.0,0.0,-0.526316,0.203704,-0.864662,0.62963,-1.015038,1.0,-1.240602,1.240741,-0.639098,1.0,-0.661654,1.277778,-0.616541,0.975309,-0.586466,0.691358,-0.308271,1.018519,-0.330827,1.290123,-0.308271,0.907407,-0.293233,0.580247,0.030075,0.993827,0.0,1.283951,-0.022556,0.907407,-0.052632,0.58642,0.360902,0.925926,0.308271,1.179012,0.263158,0.907407,0.218045,0.660494,A,
0.0,0.0,-0.514451,0.181818,-0.849711,0.60101,-0.976879,0.964646,-1.17341,1.222222,-0.676301,1.0,-0.751445,1.232323,-0.647399,0.888889,-0.566474,0.590909,-0.358382,1.030303,-0.473988,1.29798,-0.398844,0.873737,-0.323699,0.540404,-0.017341,1.025253,-0.115607,1.30303,-0.121387,0.883838,-0.109827,0.555556,0.323699,0.974747,0.248555,1.207071,0.17341,0.924242,0.121387,0.676768,A,
0.0,0.0,-0.573034,0.1875,-0.938202,0.605769,-1.073034,0.971154,-1.258427,1.216346,-0.741573,1.0,-0.842697,1.240385,-0.758427,0.913462,-0.696629,0.605769,-0.421348,1.038462,-0.561798,1.293269,-0.483146,0.875,-0.41573,0.548077,-0.08427,1.038462,-0.207865,1.317308,-0.185393,0.899038,-0.162921,0.5625,0.258427,0.995192,0.168539,1.230769,0.106742,0.942308,0.05618,0.677885,A,
